source,kind,score,query_image,candidate_image,inliers,matches,geometry_available
armenian_local,true_match,1.0285929511487484,data/datasets/armenian/images/portrait-of-catholicos-of-all-armenians-vazgen-i-1959.jpg!PinterestSmall.jpg,data/datasets/armenian/images/portrait-of-catholicos-of-all-armenians-vazgen-i-1959.jpg!PinterestSmall.jpg,604,604,True
armenian_local,true_match,1.0295670391619205,data/datasets/armenian/images/portrait-of-mathematics-artashes-shahinyan-1960.jpg!PinterestSmall.jpg,data/datasets/armenian/images/portrait-of-mathematics-artashes-shahinyan-1960.jpg!PinterestSmall.jpg,1351,1351,True
armenian_local,true_match,1.0293994131684303,data/datasets/armenian/images/landscape-shirak-1962.jpg!PinterestSmall.jpg,data/datasets/armenian/images/landscape-shirak-1962.jpg!PinterestSmall.jpg,755,755,True
armenian_local,true_match,1.0296034267544747,data/datasets/armenian/images/portrait-of-katarine-saryan-1963.jpg!PinterestSmall.jpg,data/datasets/armenian/images/portrait-of-katarine-saryan-1963.jpg!PinterestSmall.jpg,710,710,True
armenian_local,true_match,1.0286329808831214,"data/datasets/armenian/images/minas-avetisyan-houses-in-a-rural-landscape,-jajur,-armenia.jpg","data/datasets/armenian/images/minas-avetisyan-houses-in-a-rural-landscape,-jajur,-armenia.jpg",338,338,True
armenian_local,true_match,1.0268762712180615,data/datasets/armenian/images/minas-avetisyan-beating-butter.jpg,data/datasets/armenian/images/minas-avetisyan-beating-butter.jpg,127,127,True
armenian_local,true_match,1.0283608466386795,data/datasets/armenian/images/minas-avetisyan-baking-bread.jpg,data/datasets/armenian/images/minas-avetisyan-baking-bread.jpg,827,827,True
armenian_local,true_match,1.029059652686119,"data/datasets/armenian/images/minas-avetisyan-red-wine,-1962.jpg","data/datasets/armenian/images/minas-avetisyan-red-wine,-1962.jpg",679,679,True
armenian_local,true_match,1.0292821536958217,data/datasets/armenian/images/40441-b.jpg!PinterestSmall.jpg,data/datasets/armenian/images/40441-b.jpg!PinterestSmall.jpg,401,401,True
armenian_local,true_match,1.0273986604809762,data/datasets/armenian/images/89670-b.jpg!PinterestSmall.jpg,data/datasets/armenian/images/89670-b.jpg!PinterestSmall.jpg,443,443,True
armenian_local,true_match,1.0288187989592552,data/datasets/armenian/images/40216-b.jpg!PinterestSmall.jpg,data/datasets/armenian/images/40216-b.jpg!PinterestSmall.jpg,598,598,True
armenian_local,true_match,1.0270410500466824,data/datasets/armenian/images/meditation-my-family-1973.jpg!PinterestSmall.jpg,data/datasets/armenian/images/meditation-my-family-1973.jpg!PinterestSmall.jpg,1105,1105,True
armenian_local,true_match,1.028604175299406,data/datasets/armenian/images/40312-b.jpg!PinterestSmall.jpg,data/datasets/armenian/images/40312-b.jpg!PinterestSmall.jpg,435,435,True
armenian_local,true_match,1.0293583056330682,data/datasets/armenian/images/21469-b.jpg!PinterestSmall.jpg,data/datasets/armenian/images/21469-b.jpg!PinterestSmall.jpg,413,413,True
armenian_local,true_match,1.0277829506993295,data/datasets/armenian/images/21458-b.jpg!PinterestSmall.jpg,data/datasets/armenian/images/21458-b.jpg!PinterestSmall.jpg,529,529,True
armenian_local,true_match,1.0271604888141155,data/datasets/armenian/images/60562a87edc2c958901b8136.jpg!PinterestSmall.jpg,data/datasets/armenian/images/60562a87edc2c958901b8136.jpg!PinterestSmall.jpg,735,735,True
armenian_local,true_match,1.028175674378872,data/datasets/armenian/images/60562946edc2c9589010c29d.jpg!PinterestSmall.jpg,data/datasets/armenian/images/60562946edc2c9589010c29d.jpg!PinterestSmall.jpg,1102,1102,True
armenian_local,true_match,1.028927822560072,data/datasets/armenian/images/minas-avetisyan-parenthood.jpg,data/datasets/armenian/images/minas-avetisyan-parenthood.jpg,344,344,True
armenian_local,true_match,1.0294714725017549,data/datasets/armenian/images/untitled-self-portrait.jpg!PinterestSmall.jpg,data/datasets/armenian/images/untitled-self-portrait.jpg!PinterestSmall.jpg,536,536,True
armenian_local,true_match,1.0274338398873806,data/datasets/armenian/images/the-artist-with-his-mother-1936.jpg!PinterestSmall.jpg,data/datasets/armenian/images/the-artist-with-his-mother-1936.jpg!PinterestSmall.jpg,569,569,True
armenian_local,true_match,1.0285883490741252,data/datasets/armenian/images/park-street-church.jpg!PinterestSmall.jpg,data/datasets/armenian/images/park-street-church.jpg!PinterestSmall.jpg,916,916,True
armenian_local,true_match,1.028646778166294,data/datasets/armenian/images/bound-in-sleep.jpg!PinterestSmall.jpg,data/datasets/armenian/images/bound-in-sleep.jpg!PinterestSmall.jpg,2058,2058,True
armenian_local,true_match,1.027409314662218,data/datasets/armenian/images/the-barber-composition-no-5.jpg!PinterestSmall.jpg,data/datasets/armenian/images/the-barber-composition-no-5.jpg!PinterestSmall.jpg,1629,1629,True
armenian_local,true_match,1.0275438936054706,data/datasets/armenian/images/hitler-invades-poland.jpg!PinterestSmall.jpg,data/datasets/armenian/images/hitler-invades-poland.jpg!PinterestSmall.jpg,1129,1129,True
armenian_local,true_match,1.0296679501235486,data/datasets/armenian/images/portrait-of-azadoohi-liberty-miller.jpg!PinterestSmall.jpg,data/datasets/armenian/images/portrait-of-azadoohi-liberty-miller.jpg!PinterestSmall.jpg,315,315,True
armenian_local,true_match,1.0291843509674072,data/datasets/armenian/images/pears-peaches-and-pitcher-1927.jpg!PinterestSmall.jpg,data/datasets/armenian/images/pears-peaches-and-pitcher-1927.jpg!PinterestSmall.jpg,476,476,True
armenian_local,true_match,1.0260633866488933,data/datasets/armenian/images/still-life-with-skull.jpg!PinterestSmall.jpg,data/datasets/armenian/images/still-life-with-skull.jpg!PinterestSmall.jpg,1352,1352,True
armenian_local,true_match,1.0284315897524356,data/datasets/armenian/images/portrait-of-a-woman.jpg!PinterestSmall.jpg,data/datasets/armenian/images/portrait-of-a-woman.jpg!PinterestSmall.jpg,418,418,True
armenian_local,true_match,1.029187733232975,data/datasets/armenian/images/self-portrait-at-the-age-of-nine.jpg!PinterestSmall.jpg,data/datasets/armenian/images/self-portrait-at-the-age-of-nine.jpg!PinterestSmall.jpg,1097,1097,True
armenian_local,true_match,1.0267538775503635,data/datasets/armenian/images/469d48130b1460723c524bf8f7f24bff.jpg!PinterestSmall.jpg,data/datasets/armenian/images/469d48130b1460723c524bf8f7f24bff.jpg!PinterestSmall.jpg,198,198,True
armenian_local,true_match,1.0289797483384608,data/datasets/armenian/images/afternoon-sun-1919.jpg,data/datasets/armenian/images/afternoon-sun-1919.jpg,2484,2484,True
armenian_local,true_match,1.0293651539087296,data/datasets/armenian/images/aurora-at-the-edge-of-a-river.jpg,data/datasets/armenian/images/aurora-at-the-edge-of-a-river.jpg,1301,1301,True
armenian_local,true_match,1.0281437969207763,data/datasets/armenian/images/house-on-the-lake-1923.jpg,data/datasets/armenian/images/house-on-the-lake-1923.jpg,2321,2321,True
armenian_local,true_match,1.02904945358634,data/datasets/armenian/images/lake-sevan-by-night-1910.jpg,data/datasets/armenian/images/lake-sevan-by-night-1910.jpg,2431,2431,True
armenian_local,true_match,1.028713886141777,data/datasets/armenian/images/leo-tolstoy-in-a-bright-field.jpg,data/datasets/armenian/images/leo-tolstoy-in-a-bright-field.jpg,2500,2500,True
armenian_local,true_match,1.0279672499001027,data/datasets/armenian/images/moonlit-river-bank-1896.jpg,data/datasets/armenian/images/moonlit-river-bank-1896.jpg,2500,2500,True
armenian_local,true_match,1.0293406437337398,data/datasets/armenian/images/mountain-landscape-with-horses.jpg,data/datasets/armenian/images/mountain-landscape-with-horses.jpg,2500,2500,True
armenian_local,true_match,1.028776526004076,data/datasets/armenian/images/night-in-manglisi-1924.jpg,data/datasets/armenian/images/night-in-manglisi-1924.jpg,2500,2500,True
armenian_local,true_match,1.0295149429142476,data/datasets/armenian/images/our-lady-cathedral-of-ani-190.jpg,data/datasets/armenian/images/our-lady-cathedral-of-ani-190.jpg,2500,2500,True
armenian_local,true_match,1.0289834521710872,data/datasets/armenian/images/view-of-mount-ararat-1921.jpg,data/datasets/armenian/images/view-of-mount-ararat-1921.jpg,1634,1634,True
armenian_local,true_match,1.0293567526340484,data/datasets/armenian/images/the-road-to-ararat-1897.jpg,data/datasets/armenian/images/the-road-to-ararat-1897.jpg,2167,2167,True
armenian_local,true_match,1.0296038024127483,data/datasets/armenian/images/still-life-painting-1916.jpg,data/datasets/armenian/images/still-life-painting-1916.jpg,1950,1950,True
armenian_local,true_match,1.029165658056736,data/datasets/armenian/images/at_hrazdan_bridge_1923_gabriel_gyurjian.JPG,data/datasets/armenian/images/at_hrazdan_bridge_1923_gabriel_gyurjian.JPG,2500,2500,True
armenian_local,true_match,1.029223508089781,data/datasets/armenian/images/rocks_of_sevan_1926_gabriel_gyurjian.JPG,data/datasets/armenian/images/rocks_of_sevan_1926_gabriel_gyurjian.JPG,2500,2500,True
armenian_local,true_match,1.02878443390131,"data/datasets/armenian/images/tsaghkadzor_landscape,1925_gabriel_gyurjian.JPG","data/datasets/armenian/images/tsaghkadzor_landscape,1925_gabriel_gyurjian.JPG",2500,2500,True
armenian_local,true_match,1.0268461495637893,data/datasets/armenian/images/still_life.horses_people_1930_yervand_kochar.JPG,data/datasets/armenian/images/still_life.horses_people_1930_yervand_kochar.JPG,2500,2500,True
armenian_local,true_match,1.0292094399034977,data/datasets/armenian/images/the_execution_of_the_communists_in_tatev_1930_hakob_kojoyan.JPG,data/datasets/armenian/images/the_execution_of_the_communists_in_tatev_1930_hakob_kojoyan.JPG,2500,2500,True
armenian_local,true_match,1.0281664222478866,data/datasets/armenian/images/portrait_of_artist_levon_aslamazian_1919_yervand_kochar.JPG,data/datasets/armenian/images/portrait_of_artist_levon_aslamazian_1919_yervand_kochar.JPG,2500,2500,True
armenian_local,true_match,1.0288297790288925,data/datasets/armenian/images/woman_with_a_glass_1920_yervand_kochar.JPG,data/datasets/armenian/images/woman_with_a_glass_1920_yervand_kochar.JPG,2500,2500,True
armenian_local,true_match,1.0282641486823558,data/datasets/armenian/images/street_in_tabriz_1922_hakob_kojoyan.JPG,data/datasets/armenian/images/street_in_tabriz_1922_hakob_kojoyan.JPG,2500,2500,True
armenian_local,true_match,1.028159047961235,data/datasets/armenian/images/dining-hall_in_tabriz_1922_hakob_kojoyan.JPG,data/datasets/armenian/images/dining-hall_in_tabriz_1922_hakob_kojoyan.JPG,2500,2500,True
armenian_local,true_match,1.0285396386682988,"data/datasets/armenian/images/Poster_of_cafe_""pittoresque"",1917_georgy_yakulov.JPG","data/datasets/armenian/images/Poster_of_cafe_""pittoresque"",1917_georgy_yakulov.JPG",2500,2500,True
armenian_local,true_match,1.0277026939392089,data/datasets/armenian/images/portrait_of_panna_paskevich_georgy_yakulov.JPG,data/datasets/armenian/images/portrait_of_panna_paskevich_georgy_yakulov.JPG,2500,2500,True
armenian_local,true_match,1.0290116435289383,data/datasets/armenian/images/monte_carlo_1913_georgy_yakulov.JPG,data/datasets/armenian/images/monte_carlo_1913_georgy_yakulov.JPG,2500,2500,True
armenian_local,true_match,1.0287870843708515,data/datasets/armenian/images/churn_minas_avetisyan.JPG,data/datasets/armenian/images/churn_minas_avetisyan.JPG,2500,2500,True
armenian_local,true_match,1.0296622459590434,data/datasets/armenian/images/woman_with_tray_ruben_shanverdyan.JPG,data/datasets/armenian/images/woman_with_tray_ruben_shanverdyan.JPG,2500,2500,True
armenian_local,true_match,1.0270046854019166,data/datasets/armenian/images/horses_1968_alexander_grigoryan.JPG,data/datasets/armenian/images/horses_1968_alexander_grigoryan.JPG,2500,2500,True
armenian_local,true_match,1.028111829161644,data/datasets/armenian/images/pastoral_clarinettist_1953_marcos_grigorian.JPG,data/datasets/armenian/images/pastoral_clarinettist_1953_marcos_grigorian.JPG,2500,2500,True
armenian_local,true_match,1.028934663683176,data/datasets/armenian/images/at_the_choreographic_school_dancers_1967_robert_elibekyan.JPG,data/datasets/armenian/images/at_the_choreographic_school_dancers_1967_robert_elibekyan.JPG,2500,2500,True
armenian_local,true_match,1.0291382080316545,data/datasets/armenian/images/singers_1969_hrachya_hakobyan.JPG,data/datasets/armenian/images/singers_1969_hrachya_hakobyan.JPG,2500,2500,True
armenian_local,true_match,1.0290474170446395,data/datasets/armenian/images/hanging_sujukh_1964_hovsep_karalian.JPG,data/datasets/armenian/images/hanging_sujukh_1964_hovsep_karalian.JPG,2500,2500,True
armenian_local,true_match,1.0289022590219974,data/datasets/armenian/images/servants'_ladder_shushan_egoyan.JPG,data/datasets/armenian/images/servants'_ladder_shushan_egoyan.JPG,2500,2500,True
armenian_local,true_match,1.0287191918492318,data/datasets/armenian/images/going_to_study_1953_anatoly_papyan.JPG,data/datasets/armenian/images/going_to_study_1953_anatoly_papyan.JPG,2500,2500,True
armenian_local,true_match,1.0284104083478451,data/datasets/armenian/images/mariam_1939_nikolay_tevosyan.JPG,data/datasets/armenian/images/mariam_1939_nikolay_tevosyan.JPG,2500,2500,True
armenian_local,true_match,1.02928183183074,data/datasets/armenian/images/head_of_a_woman_1944_nikolay_tevosyan.JPG,data/datasets/armenian/images/head_of_a_woman_1944_nikolay_tevosyan.JPG,2500,2500,True
armenian_local,true_match,1.028686865568161,data/datasets/armenian/images/still_life_pears_and_peaches_1943_mariam_aslamazyan.JPG,data/datasets/armenian/images/still_life_pears_and_peaches_1943_mariam_aslamazyan.JPG,2500,2500,True
armenian_local,true_match,1.0295398585498332,data/datasets/armenian/images/half-naked_women_arpenik_nalbandyan.JPG,data/datasets/armenian/images/half-naked_women_arpenik_nalbandyan.JPG,2500,2500,True
armenian_local,true_match,1.0289715784788132,data/datasets/armenian/images/yerevan_still_life_mher_abeghyan.JPG,data/datasets/armenian/images/yerevan_still_life_mher_abeghyan.JPG,2500,2500,True
armenian_local,true_match,1.029269577562809,data/datasets/armenian/images/carpet_weaver_hrachuhi_sedrak_rashmajyan.JPG,data/datasets/armenian/images/carpet_weaver_hrachuhi_sedrak_rashmajyan.JPG,2500,2500,True
armenian_local,true_match,1.0294751946628093,data/datasets/armenian/images/watchman_sedrak_rashmajyan.JPG,data/datasets/armenian/images/watchman_sedrak_rashmajyan.JPG,2500,2500,True
armenian_local,true_match,1.029025884717703,data/datasets/armenian/images/self-portrait_koryun_simonyan.JPG,data/datasets/armenian/images/self-portrait_koryun_simonyan.JPG,2500,2500,True
armenian_local,true_match,1.0284836111962796,data/datasets/armenian/images/Exodus_of_armenians_hrant_stepanyan.JPG,data/datasets/armenian/images/Exodus_of_armenians_hrant_stepanyan.JPG,2500,2500,True
armenian_local,true_match,1.0285975416004658,data/datasets/armenian/images/shoemaker_bartugh_vardanyan.JPG,data/datasets/armenian/images/shoemaker_bartugh_vardanyan.JPG,2500,2500,True
armenian_local,true_match,1.0291158106923104,data/datasets/armenian/images/workers_district.paris_1951_artavazd_berberian.JPG,data/datasets/armenian/images/workers_district.paris_1951_artavazd_berberian.JPG,2500,2500,True
armenian_local,true_match,1.0291147302091121,data/datasets/armenian/images/portrait_of_a_kurd_1954_eduard_isabekyan.JPG,data/datasets/armenian/images/portrait_of_a_kurd_1954_eduard_isabekyan.JPG,2500,2500,True
armenian_local,true_match,1.0294530372321606,data/datasets/armenian/images/khachatur_abovyan_in_the_heights_of_mount_ararat_1950_eduard_isabekyan.JPG,data/datasets/armenian/images/khachatur_abovyan_in_the_heights_of_mount_ararat_1950_eduard_isabekyan.JPG,2500,2500,True
armenian_local,true_match,1.0286649741232394,data/datasets/armenian/images/aspiration_1960_hovhannes_zardaryan.JPG,data/datasets/armenian/images/aspiration_1960_hovhannes_zardaryan.JPG,2500,2500,True
armenian_local,true_match,1.028683999478817,"data/datasets/armenian/images/peace,spring_1960_nikoghayos_kotanjyan.JPG","data/datasets/armenian/images/peace,spring_1960_nikoghayos_kotanjyan.JPG",2500,2500,True
armenian_local,true_match,1.0286021591722965,data/datasets/armenian/images/adolescence_1967_sargis_muradyan.JPG,data/datasets/armenian/images/adolescence_1967_sargis_muradyan.JPG,2500,2500,True
armenian_local,true_match,1.027718415558338,data/datasets/armenian/images/labour_and_love_mkrtich_kamalyan.JPG,data/datasets/armenian/images/labour_and_love_mkrtich_kamalyan.JPG,2500,2500,True
armenian_local,true_match,1.0289679020643234,"data/datasets/armenian/images/on_the_angels_bridge_from_the_series""italian_impressions""1965-1966_grigor_khanjyan.JPG","data/datasets/armenian/images/on_the_angels_bridge_from_the_series""italian_impressions""1965-1966_grigor_khanjyan.JPG",2500,2500,True
armenian_local,true_match,1.0283289778232574,"data/datasets/armenian/images/our_balcony,tiflis_yeghishe_tadevossian.JPG","data/datasets/armenian/images/our_balcony,tiflis_yeghishe_tadevossian.JPG",2500,2500,True
armenian_local,true_match,1.0291145160794257,data/datasets/armenian/images/after_the_ball_1912_vahram_gayfedjian.JPG,data/datasets/armenian/images/after_the_ball_1912_vahram_gayfedjian.JPG,2500,2500,True
armenian_local,true_match,1.0290941120684147,"data/datasets/armenian/images/red_sailboat,brittany_grigor_sharbabchian.JPG","data/datasets/armenian/images/red_sailboat,brittany_grigor_sharbabchian.JPG",2500,2500,True
armenian_local,true_match,1.0287962536513806,"data/datasets/armenian/images/espalion,the_old_bridge_1937_raphael_chichmanian.JPG","data/datasets/armenian/images/espalion,the_old_bridge_1937_raphael_chichmanian.JPG",2500,2500,True
armenian_local,true_match,1.0283990748226643,data/datasets/armenian/images/the_girl_at_the_piano_1899_hmayak_artsatbanian.JPG,data/datasets/armenian/images/the_girl_at_the_piano_1899_hmayak_artsatbanian.JPG,2500,2500,True
armenian_local,true_match,1.02834828004241,data/datasets/armenian/images/portrait_of_a_woman_1915_david_okroyants.JPG,data/datasets/armenian/images/portrait_of_a_woman_1915_david_okroyants.JPG,2500,2500,True
armenian_local,true_match,1.0287006931006908,data/datasets/armenian/images/reding_son's_letter_receided_from_foreign_lands_1897_karapet(sharl)_nshanian.JPG,data/datasets/armenian/images/reding_son's_letter_receided_from_foreign_lands_1897_karapet(sharl)_nshanian.JPG,2500,2500,True
armenian_local,true_match,1.029169907271862,data/datasets/armenian/images/child_armenia(the women from sassoun)_1903_arshag_fetvadjian.JPG,data/datasets/armenian/images/child_armenia(the women from sassoun)_1903_arshag_fetvadjian.JPG,2500,2500,True
armenian_local,true_match,1.0293675985932351,data/datasets/armenian/images/portrait_of_the_artist's_father_1900_stepan.JPG,data/datasets/armenian/images/portrait_of_the_artist's_father_1900_stepan.JPG,2500,2500,True
armenian_local,true_match,1.0289885267615317,data/datasets/armenian/images/portrait_of_the_artist's_mother_1900_stepan_aghajanian.JPG,data/datasets/armenian/images/portrait_of_the_artist's_mother_1900_stepan_aghajanian.JPG,2500,2500,True
armenian_local,true_match,1.0286208747327328,data/datasets/armenian/images/the_field_with_sunflowers_1898_gevorg_bashinjaghian.JPG,data/datasets/armenian/images/the_field_with_sunflowers_1898_gevorg_bashinjaghian.JPG,2500,2500,True
armenian_local,true_match,1.0292378939688205,data/datasets/armenian/images/the_road_to_dilijan_1895_gevorg.JPG,data/datasets/armenian/images/the_road_to_dilijan_1895_gevorg.JPG,2500,2500,True
armenian_local,true_match,1.0292690040171146,data/datasets/armenian/images/rural_scene_1898_gevorg.JPG,data/datasets/armenian/images/rural_scene_1898_gevorg.JPG,2500,2500,True
armenian_local,true_match,1.0291273736953734,data/datasets/armenian/images/cathedral_of_ani_1900_gevorg_bashinjaghian.JPG,data/datasets/armenian/images/cathedral_of_ani_1900_gevorg_bashinjaghian.JPG,2500,2500,True
armenian_local,true_match,1.02933347761631,data/datasets/armenian/images/the_abandoned_1899_vardges.JPG,data/datasets/armenian/images/the_abandoned_1899_vardges.JPG,2500,2500,True
armenian_local,true_match,1.0293442106246948,data/datasets/armenian/images/portrait_of_a_women_1893_vardges.JPG,data/datasets/armenian/images/portrait_of_a_women_1893_vardges.JPG,2500,2500,True
armenian_local,true_match,1.0294901248812676,data/datasets/armenian/images/in_the_harem_1918_vardges_sureniants.JPG,data/datasets/armenian/images/in_the_harem_1918_vardges_sureniants.JPG,2500,2500,True
armenian_local,true_match,1.0283337481319905,"data/datasets/armenian/images/Ani,women_leaving_the_church_1905_vardges.JPG","data/datasets/armenian/images/Ani,women_leaving_the_church_1905_vardges.JPG",2500,2500,True
armenian_local,true_match,1.0288361188769342,data/datasets/armenian/images/etchmiadzin_cathedral_1895_vardges_sureniants.JPG,data/datasets/armenian/images/etchmiadzin_cathedral_1895_vardges_sureniants.JPG,2500,2500,True
armenian_local,true_match,1.0272640600800513,data/datasets/armenian/images/desecrated shrine_vardges_sureniants.JPG,data/datasets/armenian/images/desecrated shrine_vardges_sureniants.JPG,2500,2500,True
armenian_local,true_match,1.028181168138981,data/datasets/armenian/images/Shamiram beside the body of Ara the Beautiful_vardges_sureniants.JPG,data/datasets/armenian/images/Shamiram beside the body of Ara the Beautiful_vardges_sureniants.JPG,2500,2500,True
armenian_local,true_match,1.0282118453085423,data/datasets/armenian/images/spanish_women_vardges_sureniants.JPG,data/datasets/armenian/images/spanish_women_vardges_sureniants.JPG,2500,2500,True
armenian_local,true_match,1.0290611401200294,data/datasets/armenian/images/spanish_dancer_vardges_sureniants.JPG,data/datasets/armenian/images/spanish_dancer_vardges_sureniants.JPG,2500,2500,True
armenian_local,true_match,1.0291959854960442,data/datasets/armenian/images/escape_from_harem_1889_vardges_sureniants.JPG,data/datasets/armenian/images/escape_from_harem_1889_vardges_sureniants.JPG,2500,2500,True
armenian_local,true_match,1.0286350256204606,data/datasets/armenian/images/serenade_1888_vardges_sureniants.JPG,data/datasets/armenian/images/serenade_1888_vardges_sureniants.JPG,2500,2500,True
armenian_local,true_match,1.0293505951762199,data/datasets/armenian/images/the_daryal_gorge_1910_gevorg_bashinjaghian.JPG,data/datasets/armenian/images/the_daryal_gorge_1910_gevorg_bashinjaghian.JPG,2500,2500,True
armenian_local,true_match,1.0293804471194745,data/datasets/armenian/images/early_spring_1890_gevorg_bashinjaghian.JPG,data/datasets/armenian/images/early_spring_1890_gevorg_bashinjaghian.JPG,2500,2500,True
armenian_local,true_match,1.0287587410211563,data/datasets/armenian/images/still_life_pomegranates_1926_panos_terlemezian.JPG,data/datasets/armenian/images/still_life_pomegranates_1926_panos_terlemezian.JPG,2500,2500,True
armenian_local,true_match,1.0292550611495972,data/datasets/armenian/images/shepherd_from_lori_1905_panos_terlemezian.JPG,data/datasets/armenian/images/shepherd_from_lori_1905_panos_terlemezian.JPG,2500,2500,True
armenian_local,true_match,1.0280173633992673,data/datasets/armenian/images/from_the_balcony_1962_grigor_aghasyan.JPG,data/datasets/armenian/images/from_the_balcony_1962_grigor_aghasyan.JPG,2500,2500,True
armenian_local,true_match,1.0287564155459403,data/datasets/armenian/images/from_the_balcony_of_thestudioonkievyanstreet_1964GrigorAghasyan.JPG,data/datasets/armenian/images/from_the_balcony_of_thestudioonkievyanstreet_1964GrigorAghasyan.JPG,2500,2500,True
armenian_local,true_match,1.0282960775494576,data/datasets/armenian/images/kond_2005_grigor_aghasyan.JPG,data/datasets/armenian/images/kond_2005_grigor_aghasyan.JPG,2500,2500,True
